Capability,Task,Business Process,Activity,Support Level,Customization Effort,System,Comments,Vendor
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Syndromic_Surveillance,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Administer_Managed_Care_Contracts,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Collaborate_and_Partner_with_Beneficiary,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Coordinate_Veterans_National_Communication_Outreach,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Care_Models_and_Management_Programs_for_Targeted_Populations,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Evidenced-_Based_Protocols_and_Condition_Guidelines,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Implementation_Process_for_Population_Health_ManagementPrograms,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Develop_Standards_for_Process,_Clinical_Outcomes_and_Metrics",,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Tools_and_Models_for_Care_Management_Initiatives,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Direct_Care_Record_Management_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Identify_Appropriate_Performance_Measures_and_Standards,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Identify_Initiatives_for_High_Prioritized_Populations,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Implement_Performance_Measures_and_Standards,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Beneficiary_Encounter,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Capitation,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Health_Benefit_Programs,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_and_Report_Incidents,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Meet_Regulatory_Requirements,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Medical_Performance,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Performance_Against_Standards,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Performance_Management,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Plan_Medical_Mission,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Plan_Treatment,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,ProvideCare_Coordination,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Contracting_Services_Support,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Health_Maintenance,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Quality_Improvement_management,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Admit_Patient,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Facilitate_Patient_Movement,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Manage_Patient_Bed_and_Room_Assignment,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Manage_Patient_Care_Provider_Assignments,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Verify_Eligibility_for_Benefit_Servces,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Discharge_and_Transfer_Patient,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Facilitate_Patient_Movement,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Manage_Orders_and_Referrals,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Manage_Patient_Bed_and_Room_Assignment,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Monitor_Beneficiary_Care_Services_and_Patient_Movement,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),"Monitor_Inbound_Patients,_Transfers,_and_Evacuees",,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Track_Missing_Patients,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Administer_Health_Risk_Screening,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Admit_Patient,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Discharge_and_Transfer_Patient,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Track_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Administer_Health_Risk_Screening,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Admit_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Assess_Appropriate_Beneficiary_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Direct_Care_Record_Management_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Discharge_and_Transfer_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Facilitate_Patient_Movement,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Maintain_Accurate_Beneficiary_Information,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Manage_Beneficiary_Encounter,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Monitor_Health_Status_and_Progress,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Appropriate_Level_of_Care_and_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Automated_Support_for_Patient_Assessments,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Direct_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Track_Missing_Patients,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Track_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Verify_Completion_ofHealthcare_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Conduct_Beneficiary_and_Family_Education,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Manage_Beneficary_Referral_Process,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Provide_Beneficiary_Care_Education,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Provide_Beneficiary_Self-Management_and_Compliance_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Provide_Knowledge_Access_for_Patients,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Provide_Recorded_Patient_Specific_Instructions,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Provide_Targeted_Population_Health_and_Educational_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Support_Results_Interpretation,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Administer_Health_Risk_Screening,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Assess_Appropriate_Beneficiary_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Conduct_Beneficiary_and_Family_Education,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Direct_Care_Record_Management_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Maintain_Accurate_Beneficiary_Information,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Manage_Beneficary_Referral_Process,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Manage_Beneficiary_Encounter,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Provide_Appropriate_Level_of_Care_and_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Provide_Beneficiary_Care_Education,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Provide_Direct_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Provide_Recorded_Patient_Specific_Instructions,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Track_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Diet_Consult_(Inpatient),Verify_Completion_ofHealthcare_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Admit_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Discharge_and_Transfer_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Maintain_Beneficiary_Health_Profile,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Manage_Health_Records,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Manage_Patient_Bed_and_Room_Assignment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Manage_Patient_Preferences_and_Directives_Management,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Plan_Treatment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Provide_Direct_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Support_Results_Interpretation,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gastroenterology_(Inpatient),Track_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Admit_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Discharge_and_Transfer_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Manage_Patient_Bed_and_Room_Assignment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Manage_Patient_Preferences_and_Directives_Management,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Plan_Treatment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Provide_Direct_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Gynecology_(Inpatient),Verify_Eligibility_for_Benefit_Servces,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Admit_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Discharge_and_Transfer_Patient,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Manage_Orders_and_Referrals,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Manage_Patient_Bed_and_Room_Assignment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Obtain_Patient_History,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Plan_Treatment,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Provide_Direct_Care_Services,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Support_Results_Interpretation,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Hematology_(Inpatient),Track_Procedures,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Immunology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,,,,,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Immunology_(Inpatient),Evaluate_Beneficiary_Health_Status,,,,,
