Capability,Task,BusinessProcess,Activity,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\BusinessActivity.prop
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Contracting_Services_Support,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Health_Maintenance,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,Supports with configuration,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Quality_Improvement_management,Supports with configuration,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,Supports with configuration,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Administer_Health_Risk_Screening,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Assess_Appropriate_Beneficiary_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Check-In_Patient,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Direct_Care_Record_Management_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Document_Care_Plans_and_Delivery_of_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Initiate_Care_Plan_and_Perform_Intervention_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Maintain_Accurate_Beneficiary_Information,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Manage_Beneficiary_Eligibility_Process,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Manage_Beneficiary_Encounter,Supports with customization,72,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Obtain_Health_Summary_and_Comprehensive_Health_Record,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Obtain_Patient_History,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Plan_Treatment,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Provide_Direct_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Track_Procedures,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Verify_Completion_ofHealthcare_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_burn_care,Dermatology,Verify_Eligibility_for_Benefit_Servces,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Document_Care_Plans_and_Delivery_of_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Health_Summary_and_Comprehensive_Health_Record,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Patient_History,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Assess_Stratified_Population_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,"Develop_and_Implement_Measurement_Data_Collection,_Analysis,_and_Reporting_Procedures",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Notify_Population_of_Health_Risks,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Perform_surveillance_of_Disease_Non-Battle_Injury_(DNBI),Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Disease_Outbreak_Detection,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Environmental_and_Occupational_Health_Hazard_Monitoring,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Syndromic_Surveillance,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Administer_Managed_Care_Contracts,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Collaborate_and_Partner_with_Beneficiary,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Coordinate_Veterans_National_Communication_Outreach,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Care_Models_and_Management_Programs_for_Targeted_Populations,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Evidenced-_Based_Protocols_and_Condition_Guidelines,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Implementation_Process_for_Population_Health_ManagementPrograms,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Develop_Standards_for_Process,_Clinical_Outcomes_and_Metrics",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Develop_Tools_and_Models_for_Care_Management_Initiatives,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Direct_Care_Record_Management_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Identify_Appropriate_Performance_Measures_and_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Identify_Initiatives_for_High_Prioritized_Populations,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Implement_Performance_Measures_and_Standards,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Maintain_Beneficiary_Health_Profile,Supports with customization,96,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Capitation,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_Health_Benefit_Programs,Supports with customization,112,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Manage_and_Report_Incidents,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Meet_Regulatory_Requirements,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Medical_Performance,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Performance_Against_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Performance_Management,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Plan_Medical_Mission,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Plan_Treatment,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,ProvideCare_Coordination,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Contracting_Services_Support,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Health_Maintenance,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Quality_Improvement_management,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Admit_Patient,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Facilitate_Patient_Movement,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Manage_Patient_Bed_and_Room_Assignment,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Manage_Patient_Care_Provider_Assignments,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Obtain_Health_Summary_and_Comprehensive_Health_Record,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Admission),Verify_Eligibility_for_Benefit_Servces,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Discharge_and_Transfer_Patient,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Facilitate_Patient_Movement,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Manage_Patient_Bed_and_Room_Assignment,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Monitor_Beneficiary_Care_Services_and_Patient_Movement,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),"Monitor_Inbound_Patients,_Transfers,_and_Evacuees",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",EHR-D_ADT_(Transfer),Track_Missing_Patients,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Administer_Health_Risk_Screening,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Admit_Patient,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Discharge_and_Transfer_Patient,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Document_Care_Plans_and_Delivery_of_Service,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Initiate_Care_Plan_and_Perform_Intervention_Service,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Obtain_Health_Summary_and_Comprehensive_Health_Record,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",ICU,Track_Procedures,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Administer_Health_Risk_Screening,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Admit_Patient,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Assess_Appropriate_Beneficiary_Care_Services,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Direct_Care_Record_Management_Services,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Discharge_and_Transfer_Patient,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Document_Care_Plans_and_Delivery_of_Service,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Evaluate_Beneficiary_Health_Status,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Facilitate_Patient_Movement,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Initiate_Care_Plan_and_Perform_Intervention_Service,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Maintain_Accurate_Beneficiary_Information,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Monitor_Health_Status_and_Progress,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Obtain_Patient_History,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Appropriate_Level_of_Care_and_Service,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Automated_Support_for_Patient_Assessments,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Provide_Direct_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Track_Missing_Patients,Supports with configuration,32,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Track_Procedures,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Cardiology_(Inpatient),Verify_Completion_ofHealthcare_Services,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Conduct_Beneficiary_and_Family_Education,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Manage_Beneficary_Referral_Process,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Completely_document_patient_care_delivered_and_have_information_included_in_patient_medical_record,Coumadin_Clinic_(Inpatient),Obtain_Patient_History,Supports out of box,16,Procyon 15X,,Procyon,
