Capability,Task,TechRequirement,TechStandard,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\TechRequirement.prop
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Standard_Methodology_for_deploying_defect_(around_customized_functionality)_releases,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Standard_Methodology_for_deploying_defect_(generic_functionality_-_across_all_implementations)_releases,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Standard_Methodology_for_deploying_technology-_platform_and_infrastructure_upgrades,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Standard_Methodology_for_new_functionality_releases,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Standard_Methodology_for_new_product_releases,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Structured_Software_updates,_patches_and_documentation",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Support_for_integrating_to_3rd_party_Business_Intelligence_and_reporting_tools_(through_data_model),,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Supports_ODBC-JDBC_and_native_connectivity_standards_for_Oracle,_SQL_Server,_UDB",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Supports_Voice_user_interface,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_be_able_to_operate_not_greater_than_1_Gbps_for_any_site_or_component.,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","System_should_be_able_to_operate_over_latencies_of_30-120_ms,_with_packet_losses_up_to_1%",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_be_able_to_operate_within_the_bandwidth_of_1.5_Mbps_for_small_sites,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_be_able_to_operate_within_the_bandwidth_of_155_Mbps_for_large_sites,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_be_able_to_operate_within_the_bandwidth_of_45_Mbps_for_medium_sites,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","System_should_be_able_to_support_a_screen_refresh_time_of_1_seconds_for_the_majority_of_functions,_5_seconds_for_less_used_functions,_20_for_archive_requests.",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","System_should_be_able_to_support_concurrent_users_of_120,000.",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_be_able_to_support_data_growth_of_3_TB-month.,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","System_should_support_a_total_of_400,000_users_across_250_major_facilities_across_all_states,_regions,_and_territories_of_the_Unites_States",,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_support_an_average_uptime_of_99.95%,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",System_should_support_average_scheduled_downtime_of_0%,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),OASIS_UIMA_1.0,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),UMLS,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_create_custom_reports_that_show_the_user_access_patterns,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_express_domain_models_using_Web_Ontology_Language_(OWL),OWL,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_migrate_data_from-and-to_different_databases,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_provide_end_to_end_view_of_a_user_operation_from_the_point_the_user_entered_the_system_to_the_point_where_the_user_left_the_system,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_resync_the_data,,Supports with configuration,72,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_support_data_persistence_in_RDBMS,ISO-IEC_9075,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_support_data_persistence_in_RDF_stores,SPARQL_Query_Language_for_RDF:2008,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Ability_to_support_data_persistence_in_RDF_stores,RDF_Vocabulary_Description_Language_1.0:_RDF_Schema_RDF_VDL_1.0:_RDF_Schema,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,"Supports_ODBC-JDBC_and_native_connectivity_standards_for_Oracle,_SQL_Server,_UDB",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,FIPS_Pub_186-3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,ITU-T_X.509:2005,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_5280,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,FIPS_Pub_201-1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_2560,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_4552,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_aminister_a_workflow_and_manage_the_state_of_workflow_through_a_user_interface,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),OASIS_UIMA_1.0,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),UMLS,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_associate_roles_to_various_steps_on_the_workflow_-_tasks_on_workflow,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_cancel_a_workflow_on_the_fly,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_conduct_workflow_even_in_an_offline_environment,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_consume_SOA_Services_as_steps_inside_the_workflow,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_consume_various_pieces_of_infrastructure_as_a_service_such_as_Data_Storage_etc.,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_create_custom_reports_that_show_the_user_access_patterns,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_customize_the_workflow_declaratively_through_a_UI,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_deployed_on_commodity_hardware,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_do_automatic_conflict_resolution_for_concurrency_issues,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_embed_other_master_data_management_tools_through_a_pluggable_architecture,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_embed_other_user_interface_into_the_vendor_user_interface,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_express_domain_models_using_Web_Ontology_Language_(OWL),OWL,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_have_flexibility_to_modify_the_workflow_on_the_fly,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_import_a_standard_BPMN_into_the_system_to_be_customized_as_workflow,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_integrate_SaaS_with_the_legacy_software_i.e._part_of_the_functionality_is_in_the_cloud_and_part_of_it_exists_inhouse_in_the_enterprise,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_integrate_into_application_monitoring_software,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_map_different_data_formats_into_the_product_format,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_migrate_data_from-and-to_different_databases,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_modify_the_data_while_offline,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_move_to_a_cloud_oriented_database_for_example_Key_Value_Pair_-_Distributed_Hashtables,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_onboard_the_workflow_into_a_COTS_workflow_tool,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_orient_the_fields_based_on_user_preferences_i.e._move_the_fields_around,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_participate_in_context_management,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_personalize_UI_to_individual_user_needs,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_provide_end_to_end_view_of_a_user_operation_from_the_point_the_user_entered_the_system_to_the_point_where_the_user_left_the_system,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_resync_the_data,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_scale_the_database_horizontally_based_on_the_user_needs,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_sever_a_piece_of_data_and_make_it_offline_to_be_worked_on,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_IVR_as_an_endpoint_for_service,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_access_to_database_through_JDBC_-_ODBC,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_binary_incoming_data_formats,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_binary_outgoing_data_formats,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,FIPS_Pub_197,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,FIPS_Pub_198-1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_4109,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_5996,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,FIPS_Pub_140-2,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_2409,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_2408,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_3852,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,NIST_SP_800-131A,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,NIST_SP800-107,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,IETF_RFC_4307,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,NIST_FIPS_Pub_180-3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_confidentiality_of_data,NIST_SP800-57_Part_3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_data_persistence_in_RDBMS,ISO-IEC_9075,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_data_persistence_in_RDF_stores,SPARQL_Query_Language_for_RDF:2008,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_data_persistence_in_RDF_stores,RDF_Vocabulary_Description_Language_1.0:_RDF_Schema_RDF_VDL_1.0:_RDF_Schema,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_majority_of_browsers,W3C_CSS3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_majority_of_browsers,XHTML_1.1:_31_May_2001,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_majority_of_browsers,Scaleable_Vector_Graphics_v1.1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_majority_of_browsers,XForms_1.0,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_single-tenant_and_multi-tenant_models_for_deployment,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Ability_to_support_various_workflow_patterns_such_as_scatter_gather_etc.,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Atomic_Rule_Level_management_capability_-_development_and_deployment_(script_or_data),,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Customization_capabilities_(via_GUI_functions,_configurability,_Administration)",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Customization_capabilities_(via_custom_coding,_scripting)",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Delivery_of_reports_(email,_FTP,_etc.)",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,GUI_or_wizard_for_rule_display_-_development_-_debugging_-_deployment,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Inbuit_Creation_capabilities_for_Ad_hoc_reports,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Maintain_availability_of_distributed_data,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Maintain_consistency_of_distributed_data,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Modularized_architecture_that_can_be_provisioned_in_a_rip_and_replace_fashion,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Object_oriented_rules_definition_capabilities_(inheritance,_etc.)",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Online,_Offline,_and_Mobile_Access",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Parallel_and_multi-threaded_execution_Capabilities,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Presentation_capabilities_for_reports_(web,_Excel,_PDF,_etc.)",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Rules_system_Integration_with_workflow_(if_distinct_products_or_hardwired),,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_expose_business_logic_as_a_service,OASIS_WS-BPEL_v2.0,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Shall_support_Event-driven,_or_Notification-based,_interaction_pattern_for_web_service_interaction",OASIS_WS-BaseNotification_1.3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Shall_support_Event-driven,_or_Notification-based,_interaction_pattern_for_web_service_interaction",OASIS_WS-BrokeredNotification_1.3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Shall_support_Event-driven,_or_Notification-based,_interaction_pattern_for_web_service_interaction",W3C_WS-Eventing,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_Network_Attached_Storage_(NAS)_for_storage,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_Simple_Object_Access_Protocol_(SOAP)_based_web_services,W3C_SOAP_1.2_Part_1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_Simple_Object_Access_Protocol_(SOAP)_based_web_services,W3C_SOAP_1.2_Part_2,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_Storage_Area_Network_(SAN)_for_storage,IETF_RFC_3720,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_Storage_Area_Network_(SAN)_for_storage,ANSI_INCITS_Fibre_Channel,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_business_activity_interoperability_across_trust_boundaries_by_supporting_aggregration_and_correlation_of_services,OASIS_WS-BusinessActivity_1.1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Shall_support_web_services_choreography,W3C_WS-Choreography,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Support_emerging_open_data_standards_to_be_able_to_discover_and_intergrate_with_external_data_feeds_and_data_sources,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Support_for_collaboration_between_users,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Support_for_integrating_to_3rd_party_Business_Intelligence_and_reporting_tools_(through_data_model),,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,"Supports_ODBC-JDBC_and_native_connectivity_standards_for_Oracle,_SQL_Server,_UDB",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Supports_computer_telephony_integration,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Visual_utility_to_map_from_one_format_of_data_to_another_format_of_data,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_for_decision_support_and_planning_by_analyzing_information_and_predicting_the_impact_of_decisions_before_they_are_made,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_for_demand_forecasting_and_management_to_facilitate_efficient_allocation_and_management_of_resources,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,FIPS_Pub_186-3,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,FIPS_Pub_201-1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,ITU-T_X.509:2005,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_2560,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_4552,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_accept_CAC_-_PIV_as_the_authentication_mechanism,IETF_RFC_5280,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_access_the_same_user_interface_while_being_offline,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_adopt_a_Single_Sign-on_configurability_and_capabilites_(integration_to_LDAP,_Siteminder,_AD)",IETF_RFC_4104,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_adopt_a_Single_Sign-on_configurability_and_capabilites_(integration_to_LDAP,_Siteminder,_AD)",IETF_RFC_2589,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_adopt_a_Single_Sign-on_configurability_and_capabilites_(integration_to_LDAP,_Siteminder,_AD)",IETF_RFC_4510,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_adopt_a_Single_Sign-on_configurability_and_capabilites_(integration_to_LDAP,_Siteminder,_AD)",IETF_RFC_4523,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_adopt_a_Single_Sign-on_configurability_and_capabilites_(integration_to_LDAP,_Siteminder,_AD)",FIPS_Pub_201-1,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_aminister_a_workflow_and_manage_the_state_of_workflow_through_a_user_interface,,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),OASIS_UIMA_1.0,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_analyze_and_query_data_using_natural_language_processing_(NLP),UMLS,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns","Ability_to_analyze_and_resport_statistics_on_business_issues,_problems_and_solutions",,Supports with configuration,72,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Ability_to_associate_roles_to_various_steps_on_the_workflow_-_tasks_on_workflow,,Supports with configuration,72,Procyon 15X,,Procyon,
