Capability,Task,BusinessRule,SLA,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\BusinessRule.prop
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Demographic_information_will_be_collected_and_updated_on_both_active_duty,_retirees,_and_their_dependents_who_use_military_health_services.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Documentation_reflects_correct_patient_demographics,_diagnosis,_medication_and_testing",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Identifies_100%_of_those_with_limb_loss,100%_of_those_with_limb_loss_will_be_identified.,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Identifies_95%_of_those_at_risk_for_future_limb_loss,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Identifies_95%_of_those_with_significant_limb_injury_or_disease_requiring_limb_salvage_procedures,95%_of_those_with_with_significant_limb_injury_or_disease_requiring_limb_salvage_procedures_will_be_identified.,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Information_is_correct_and_legible,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Information_is_correct_and_legible.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Information_presented_is_correct_and_consistent_with_most_current_knowledge_and_research_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Information_reflects_correct_severely_ill_or_injured_service_member?s_data_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Information_reflects_correct_severely_ill_or_injured_warfighters_and_their_family_member(s)-_caregiver(s)?_data_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Instructions_and_prescriptions_provided_to_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Laboratory_testing_procedures_and_protocols_will_meet_or_exceed_the_requirements_of_the_lab_accrediting_agencies_Tests_requested_that_cannot_be_performed_at_the_receiving_laboratory_will_be_appropriately_directed_to_an_approved_laboratory_for_completion,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Leadership_and_stakeholders_are_informed_of_status,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Leadership_and_stakeholders_are_informed_of_status_of_health_and_care_provided_to_population,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Maintain_systems_to_track_and_follow,_when_required,_patients_discharged_or_moved_to_a_higher_level_of_care.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Maximize_use_of_information_technology,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Measures_specified_in_DoD_Pharmacy_Data_Integrity-_Stoplight_reports,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Medical_community_standards_of_care_must_be_met,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Medical_personnel_will_accurately_document_immunizations_in_an_EMR_or_other_immunization_tracking_tool_every_time_(100%)_immunizations_are_given._Medical_personnel_will_also_accurately_document-report_adverse_vaccine_events.,100%_accurate_documentation_of_immunizations_in_an_EMR_or_other_immunization_tracking_tool,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Medical_personnel_will_accurately_document_preventive_health_counseling_services_in_AHLTA_every_time_these_services_are_delivered,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Medical_personnel_will_accurately_document_preventive_health_screening_services_in_the_Electronic_Health_Record_(EHR)_every_time_these_services_are_delivered,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Medications_and_treatment_provided_to_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Member_is_provided_with_information_and_documentation_that_correctly_informs_them_of_their_rights_and_ensures_understanding_of_the_process_100%_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Must_dispatch_the_appropriate_units_100%_of_the_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Nationally_recognized_measures-evidence_based_guidelines_are_used_within_the_plan_of_care_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Nationally_recognized_measures_are_used_to_benchmark_program_outcomes,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Nationally_recognized_measures_are_utilized_to_benchmark_program_outcomes.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Once_appointed,_all_appropriate_practitioner_credentials_shall_be_documented_in_Centralized_Credentialing_and_Quality_Assurance_System_(CCQAS).",100%_of_practitioner_credentials_shall_be_documented_in_Centralized_Credentialing_and_Quality_Assurance_System_(CCQAS).,Supports with customization,96,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Outcome_reflects_appropriate_diagnosis_and_placement_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Point-of-service_level_and_to_plan_and_resource_health_screening_programs_at_population_levels.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Process,_package_and_distribute_bulk_and_clinic_pharmaceuticals_to_end_users_with_99.99966%_accuracy",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Process_pharmaceutical_orders_with_99.99966%_accuracy,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Programs,_consults_and_other_activities_are_accurate_to_ensure_protection_of_workers,_populations_and_the_military_establishment",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Provide_the_full_scope_of_care_and_services_to_support_the_patient_load.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Provide_the_full_scope_of_care_and_services_to_support_the_patient_load._Maintain_systems_to_track_and_follow,_when_required,_patients_discharged_or_moved_to_a_higher_level_of_care.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Relevant_risk_behavior_data_from_periodic_health_assessments_(PHAs)_and_environmental_exposures_identified_by_environmental_risk_evaluations_will_be_available_at_all_levels_within_the_military_health_system,_to_appropriately_and_accurately_plan_and_resource_immunization_programs.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Standard_undefined,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",The_DoD_will_accurately_identify_relevant_immunization-preventable_infectious_disease_health_threats_and_make_this_information_available_to_relevant_command_and_medical_authorities_100%_of_the_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",The_DoD_will_have_the_capability_to_offer_all_non-military_DoD_healthcare_beneficiaries_annual_PHAs_(preferably_web-based)_to_accurately_identify_demographic_and_health_risk_information_to_appropriately_recommend_immunizations._The_aggregated_results_of_these_PHAs_will_be_available_at_all_levels_within_the_military_health_system_to_appropriately_and_accurately_plan_and_resource_immunization_programs.,The_DoD_will_offer_all_non-military_DoD_healthcare_beneficiaries_annual_PHAs,Supports with customization,96,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",The_right_operation_is_performed_on_the_right_patient.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",The_right_operation_is_performed_on_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",The_right_test_is_performed_on_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",100%_availability_of_a_shared_common_operating_picture_linked_and_synchronized_electronically_in_order_to_increase_clinical_effectiveness_in_MTFs_and_operationally.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",100%_of_reassessments_for_continued_integration_will_show_continued_use.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","100%_of_unit_field_sanitation_teams_(FSTs)_will_be_trained,_equipped,_and_employed_according_to_conduct_routine_inspections_of_unit_water_containers_and_trailers,_daily_checks_of_unit_water_supplies_for_chlorine_residual,_and,_when_necessary,_disinfection_(rechlorination)_of_unit_water_supplies.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",100%_of_water_sources_will_be_evaluated_according_to_TB_MED_577_within_the_accepted_time_interval,100%_of_water_sources_will_be_evaluated_according_to_TB_MED_577,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",50%_of_changes_will_be_reassessed_for_continued_integration_12_months_out.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",A_process_is_in_place_to_ensure_utilization_of_healthcare_resources_is_tracked_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Able_to_provide_continuous_movement_between_locations_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",All_first_responder_personnel_shall_be_trained_to_provide_at_a_minimum_basic_life_support_(BLS)_care._For_Installations_that_do_not_have_an_organic_First_Responder_program_BLS_care_must_be_available_from_the_local_community.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","In_100%_of_cases,_methodology_utilized_to_analyze_data_will_be_scientifically_sound",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Programs_are_designed_to_include_and_utilize_available_tools_which_are_designed_to_provide_reliable_and_valid_information_regarding_placement_needs._Utilization_review_is_accomplished_on_pre-_determined_percentage_of_patients_(100%_versus_focus),,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Sensitive_to_change_over_time_and_able_to_identify_90%_of_patients_at_risk_of_limb_loss_as_conditions_change,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",95%_of_staff_satisfied_with_working_in_primary_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",95%_of_staff_satisfied_with_working_in_specialty_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",95%_of_the_time_the_standards_are_available_for_application_to_a_particular_situation,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Ability_to_implement_and_study_real_time_improvement_methods_with_qualified_expert_in_quality_improvement,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Able_to_respond_to_patient_need_for_transport_within_reasonable_timeframe_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Assessments_enable_expeditious,_safe,_return_to_work_that_supports_mission_requirements",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage","Assistive_Technology_needs_assessments_will_include_aspects_of_service_members?_functional_limitations,_computing_or_communication_tasks,_technical_specifications_for_computers_and-or_telecommunication_systems,_and_identification_of_training_needs",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Case_File_addresses_potential_questions_or_queries_of_the_PEB_or_service_member_and_is_understood_100%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Clinical_outcomes_documented_in_health_record.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Documentation_of_assessments_in_the_electronic_health_record,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Having_100%_of_resources_to_respond_to_either_a_planned_or_expected_mass_casualty_incident.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Immediately_follow_up_or_refer_EMS_personnel_or_cases_for_review_and_potential_administrative_or_disciplinary_proceedings_local_EMS_system_established_procedures_as_appropriate.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Methods_used_to_analyze_service_improvement_will_occur_as_close_to_real_time_as_possible,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Must_be_capable_of_delivering_an_EMT-_B_with_and_Automated_External_Defibrillator_(AED)_to_the_incident_scene_to_current_standard,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Patient_seen_in_a_timely_manner_in_accordance_with_the_standard_of_care_for_their_clinical_situation.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",100%_of_changes_implemented_will_be_believed_to_lead_to_some_improvement,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",100%_of_community_health_education_programs_should_be_delivered_using_appropriate_methods_based_on_a_thorough_needs_assessment_and_the_program_planning_model.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",100%_of_healthcare_adverse_events_involving_a_MHS_patient_shall_be_reviewed_regardless_of_whether_or_not_it_resulted_in_harm_to_the_patient.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",100%_of_measures_shall_be_a_combination_of_process_and_outcome_measures_such_that_they_are_balanced_to_provide_the_most_useful_data,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",100%_of_the_staff_will_be_offered_the_opportunity_to_participate_[in_Safety_Culture_Assessments],,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",95%_of_improvement_opportunities_will_be_chosen_based_on_the_availability_of_scientific_evidence_to_support_the_desired_outcome,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Advances_are_offered_to_the_those_who_would_clearly_benefit_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",All_relevant_sources_(military_and_civilian)_are_used_to_identify_the_severely_ill_or_injured_warfighter?s_and_their_family_member(s)-_caregiver(s)?_needs_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Appropriate_and_authorized_treatment_methodology_are_utilized_95%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Appropriate_and_authorized_treatment_methodology_are_utilized_and_staff_are_utilized_appropriately,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Appropriate_treatment_methodology_are_utilized_95%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",At_least_50%_of_measures_should_be_criterion-based_measures_(AKA_composite_measures),,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Benefit_of_diagnostic_test_outweighs_potential_harm_and_test_is_appropriate_to_the_conditions_suspected,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Care_is_provided_at_the_level_required_based_on_patient_condition,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Clinical_outcomes_documented_in_health_record.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Condition(s)_are_of_the_severity_and-or_recovery_is_of_the_duration_to_demonstrate_a_level_of_impairment_to_warrant_DES_referral_at_the_appropriate_stage_of_care_and-or_recovery_(usually_after_up_to_12_months_of_evaluation_and_treatment_for_return_to_duty),,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Develop_appropriate_treatment_or_rehabilitation_plans_to_meet_the_needs_of_a_diverse_Soldier-patient_population_by_selecting_the_best_option_for_addressing_their_specific_communication_problem.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Develop_appropriate_treatment_or_rehabilitation_plans_to_meet_the_needs_of_a_diverse_Soldier-patient_population_by_selecting_the_best_option_for_addressing_their_specific_communication_problem_through_fitting_of_a_hearing_aid,_assistive_listening_device,_tactical_communication_and_protective_system,_and-or_tinnitus_trainer-maskers._Determine_if_maneuvers_such_as_canalith_repositioning_or_similar_exercises_are_appropriate_for_the_specific_vestibular_complaint_and_perform_when_appropriate.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Documentation_captures_required_information_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Documentation_captures_required_information_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Documentation_reflects_correct_patient_demographics,_diagnosis,_medication_and_testing",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Documentation_reflects_current_needs_of_patients_identified,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Ensure_ambulatory_and_discharge_patients_are_offered-receive_appropriate_medication_education_and_counseling_100%_of_the_time._Receives_appropriate_written_education_material.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Equipment_acquisition_and_implementation_is_suitable_to_meet_the_needs_of_mission_and_keeps_pace_with_the_rapid_ongoing_technology_advancements,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Facilitate,_cognitive,_psychological,_behavioral_&_social_coping_-_adaptation_skills_aimed_at_return_to_work",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Implementation_of_screening_principles_for_medical_pathology_to_include_review_of_systems_to_determine_appropriateness_of_the_patient_for_physical_therapy_services._Application_of_relevant_testing_procedures_to_support_clinical_findings.,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","In_95%_of_cases,_tools-programs_selected_will_meet_the_needs_identified_from_the_root_cause_analysis_process",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Information_is_related_to_the_needs_of_the_intended_audience_and_presented_in_a_culturally_competent_manner,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Information_is_related_to_the_needs_of_the_intended_audience_and_presented_in_a_culturally_competent_manner_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Information_is_related_to_the_needs_of_the_intended_audience_and_presented_in_a_culturally_sensitive_manner._Indicators_of_cultural_sensitivity:_availability_of_interpreters,_multi-lingual_pamphlets.",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",License_will_be_either_RN_or_Social_Work,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Local_measures_are_aggregated_and_incorporated_into_MTF_reporting_systems,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation","Medically_appropriate_training_addresses_detection,_notification,_and_tracking_of_early_warning_signs_of_post-traumatic_stress_disorder,_suicidal_or_homicidal_thoughts_or_behaviors,_and_other_behavioral_health_concerns_among_the_severely_ill_or_injured_warfighter_The_training_needs_to_include_procedures_for_the_appropriate_specialty_consultation_and_referral_following_detection_of_such_signs",,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Must_have_established_referral_and_transport_agreements_with_hospitals_to_provide:_tertiary_and_quaternary_care_and_for_ongoing_education_of_physician_and_nursing_staff,,Supports with configuration,48,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Must_have_established_referral_and_transport_agreements_with_stand_alone_Children?s_Hospitals_to_A)_provide_tertiary_and_quaternary_care_and_B)_for_ongoing_education_of_physician_and_nursing_staff,,Supports with configuration,48,Procyon 15X,,Procyon,
