Vendor,Capability,Task,SupportLevel,CustomizationEffort,System,Comments,C:/Users/pkapaleeswaran/workspacej2/FoxHole/db/VendorSelection/Task.prop
Vendor9,Substance Abuse Care,Service Coordination,Does not support,0,,,
Vendor9,Substance Abuse Care,Treatment Planning,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Discharge patient,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Document care provided,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Identify patients who will benefit from outpatient surgery,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Perform surgical procedure,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Prepare patient for surgery,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Provide outpatient post-op care,Does not support,0,,,
Vendor9,Surgery (Ambulatory),Recover Patient,Does not support,0,,,
Vendor9,Surgery (Inpatient),Admit patient who has been identified as needing surgery,Does not support,0,,,
Vendor9,Surgery (Inpatient),Document care provided,Does not support,0,,,
Vendor9,Surgery (Inpatient),Perform operation,Does not support,0,,,
Vendor9,Surgery (Inpatient),Prepare patient for surgery,Does not support,0,,,
Vendor9,Surgery (Inpatient),Provide inpatient post op care.,Does not support,0,,,
Vendor9,Surgery (Inpatient),Recover Patient,Does not support,0,,,
Vendor9,Synchronize Execution across All Domains,"Collaboratively coordinate Intra and Inter PM. When applicable, coordinate with Unified Cross Domain Management Office (UCDMO), and ensure compliance with HIPAA throughout the continuum of care.",Does not support,0,,,
Vendor9,Synchronize Execution across All Domains,"Coordinate joint health service support operations with non-DoD national agencies, NGOs and international organizations.",Does not support,0,,,
Vendor9,Synchronize Execution across All Domains,"Synchronize joint health service support operations, to include support to non-traditional populations.",Out of the box with configuration,0,,,
Vendor9,Therapeutic Radiology Services,Deliver Therapeutic Radiation,Out of the box with configuration,0,,,
Vendor9,Therapeutic Radiology Services,Implement Advanced Technologies,Out of the box with configuration,0,,,
Vendor9,Therapeutic Radiology Services,Support Research,Out of the box with configuration,0,,,
Vendor9,Total Medical Force: Total Medical Force Recruiting Operational Tasks ,Hire health care providers,Customization,0,,,
Vendor9,Total Medical Force: Total Medical Force Recruiting Operational Tasks ,Understand and plan for the turnover rate of health care providers,Out of the box with customization,0,,,
Vendor9,Transitional Services,Assess,Out of the box with configuration,0,,,
Vendor9,Transitional Services,Case closure,Out of the box with configuration,0,,,
Vendor9,Transitional Services,Coordinate,Out of the box with configuration,0,,,
Vendor9,Transitional Services,Document- Manage Medical and Non-medical Information,Out of the box with configuration,0,,,
Vendor9,Transitional Services,Educate Case Managers,Does not support,0,,,
Vendor9,Transitional Services,Identify severely ill or injured warfighters and their family member(s)- caregiver(s) (case finding),Does not support,0,,,
Vendor9,Transitional Services,Implement Plan of Care,Does not support,0,,,
Vendor9,Transitional Services,Measure Outcomes,Does not support,0,,,
Vendor9,Transitional Services,Monitor,Does not support,0,,,
Vendor9,Transitional Services,Plan,Does not support,0,,,
Vendor9,Utilization Management (UM),Organizational Assessment and Analysis,Does not support,0,,,
Vendor9,Utilization Management (UM),Program Evaluation and Reporting,Out of Box with Configuration,0,,,
Vendor9,Utilization Management (UM),Program Implementation,Out of Box with Configuration,0,,,
Vendor9,Utilization Management (UM),Program Plan and Design,Out of Box with Configuration,0,,,
Vendor9,Vision Care (Sensory Rehabilitation),"Determine ocular status, diagnosis, prognosis, and appropriate treatment plan dependent on examination findings and the patient‘s apparent or perceived loss of visual function or comfort.",Out of Box with Configuration,0,,,
Vendor9,Vision Care (Sensory Rehabilitation),Maximize patient rehabilitation for loss of visual comfort or function.,Out of Box with Configuration,0,,,
Vendor9,Vision Care (Sensory Rehabilitation),"Prevent injury, impairment, functional limitation, and disability of vision and preserve ocular health to optimize human performance.",Out of Box with Configuration,0,,,
